e,name,sum,c1,c2,c3,c4,c5,c6,c7,c8,c9,c10,c11,c12,c13,c14,c15,c16,c17,c18,c19,c20,c21,c22,c23,c24,c25,c26,c27,c28,c29,c30,c31,c32,c33,c34,c35,c36,c37,c38,c39,c40,c41,c42,c43,c44,c45,c46,c47,c48,c49,c50,c51,c52,c53,c54,c55,c56,c57,c58,c59,c60,c61,c62,c63,c64,c65,c66,c67,c68,c69,c70,c71,c72,c73,c74,c75,c76,c77,c78,c79,c80,c81,c82,c83,c84,c85,c86,c87,c88,c89,c90,c91,c92,c93,c94,c95,c96,c97,c98,c99,c100,c101,c102,c103,c104,c105,c106,c107,c108,c109,c110,c111,c112,c113,c114,c115,c116,c117,c118,c119,c120,c121,c122
1722,Concert- en Gehoorzaal,256,-2,2,0,-1,2,3,9,4,1,9,1,2,0,4,3,4,0,-1,-1,-2,2,-2,9,1,1,-3,1,1,0,-1,-1,1,3,2,4,0,-3,9,3,0,0,9,9,9,1,2,1,1,1,-2,4,1,4,-3,0,-3,2,-3,-3,9,3,4,9,-3,0,-3,-2,2,-1,-1,1,0,9,-1,4,2,4,4,1,1,1,0,9,1,2,1,-3,2,-1,2,1,2,9,3,9,1,0,9,1,3,9,-1,4,2,4,3,0,-1,3,9,0,1,9,9,4,1,9,4,-3,4,-3,1
1723,De Tuin Van Broeder Ludovicus,281,9,0,9,1,1,9,2,-2,2,4,9,9,1,4,0,1,1,0,-3,-1,-1,-1,-1,9,4,4,-1,0,9,1,-1,0,4,1,0,3,4,-2,1,-1,4,4,3,9,2,4,0,0,1,3,9,9,0,9,0,4,1,1,4,1,4,0,4,4,0,4,4,0,9,9,-2,1,2,4,1,-1,0,-2,-3,4,2,-3,0,4,-3,-1,1,1,2,4,-1,4,4,-1,3,9,4,-2,0,-2,4,2,4,1,9,-2,2,4,-3,9,1,4,0,4,-3,1,-2,2,9,0,9,3
1725,Koorkerk,208,0,4,3,0,-3,-3,2,1,9,4,2,9,0,1,4,-3,9,-2,9,4,-1,0,9,9,-2,-2,1,1,4,0,1,1,9,1,1,1,-1,1,9,-2,1,0,1,0,4,0,1,0,4,-2,3,-1,-2,-3,3,1,-1,1,4,2,4,-1,1,4,-1,-1,-3,4,9,2,1,9,4,4,3,0,1,4,4,1,9,-3,3,0,1,3,9,-2,-1,1,0,1,-2,4,4,-3,-2,1,0,-1,9,-3,9,0,0,1,-2,-3,1,0,0,-3,1,4,0,0,9,1,2,4,-1,2
1726,Wandelkerk,235,-2,2,9,9,-2,4,1,-1,0,3,4,1,1,4,4,9,-3,1,1,0,-3,9,1,3,4,-1,0,4,4,1,3,4,3,0,4,0,0,2,0,1,9,-2,1,1,4,3,0,0,1,0,2,9,3,2,-1,-2,-2,1,3,9,3,0,2,-1,1,9,3,0,9,-3,2,4,-2,4,-2,0,-2,0,3,2,0,-2,-3,9,9,4,4,2,9,0,-3,-3,1,4,3,1,9,-2,0,9,0,1,9,1,-1,4,3,2,-2,4,2,-1,4,1,-2,0,1,0,1,-2,4,-2
1727,Historama,283,9,0,0,2,2,4,9,4,2,3,-1,9,4,1,-3,2,9,4,-2,9,1,4,-3,0,4,1,1,9,9,2,4,1,1,4,-3,2,-3,-1,4,9,-1,1,-1,9,0,-3,4,3,9,-1,4,9,3,4,-3,-3,2,3,4,-3,3,2,-1,-2,4,0,1,1,-1,4,1,4,3,0,4,1,0,-2,1,-3,-2,0,1,-1,4,9,2,4,2,4,0,3,2,-2,9,-1,4,9,4,1,-3,9,4,-2,0,1,4,0,4,3,-2,9,4,1,4,4,-1,9,-1,9,-2,4
1728,Zeeuws Museum,261,4,1,9,-2,1,2,2,1,-3,1,-3,3,-2,1,1,9,0,1,9,-2,1,1,9,1,1,1,9,1,0,9,-3,-1,1,1,2,-1,-1,1,-2,0,1,3,1,1,0,1,-2,4,3,-2,1,-2,2,9,0,1,1,3,4,1,1,0,3,1,2,-3,9,4,-1,2,9,0,2,0,-1,-1,0,9,0,-3,9,9,3,9,1,4,-2,0,1,-2,0,0,4,1,9,-1,9,0,4,9,3,3,-2,9,9,0,0,3,1,3,9,-3,4,9,9,-2,0,2,0,9,1,1
1729,Abdji,297,1,4,1,0,1,4,0,1,4,-1,-3,1,2,0,1,9,1,3,4,-2,0,4,9,3,1,1,-3,-1,0,4,9,2,9,4,1,-1,1,9,2,1,1,4,4,9,4,4,-3,-3,9,3,9,2,1,4,1,1,-3,1,3,9,2,1,4,1,0,3,9,2,4,3,4,-2,2,0,4,1,4,1,0,-3,-3,4,-2,3,2,-3,9,9,9,0,1,-1,9,0,0,9,1,2,1,9,0,1,1,-2,2,4,0,9,9,3,1,1,0,-3,3,9,4,1,0,9,2,-2
1730,Nieuwe Kerk,272,2,-2,1,3,4,9,-2,0,0,9,-3,0,4,9,9,1,1,2,9,1,1,-1,1,9,-2,-2,4,0,1,1,1,2,9,2,-1,4,0,-3,2,1,0,-1,-1,3,9,-2,0,0,1,9,4,9,0,-1,4,4,9,3,2,9,3,4,4,1,-1,1,4,2,0,1,9,2,0,9,9,4,0,4,0,9,0,2,4,0,1,9,0,-2,2,1,1,0,3,-1,4,2,4,0,0,9,-1,4,4,3,-2,-3,-2,9,0,-1,-3,0,-1,-2,-2,0,4,4,0,0,9,1
1731,De Drvkkery,198,4,1,0,1,9,-3,1,4,-3,4,0,1,4,1,1,9,2,1,-2,2,-3,1,-1,9,9,4,-3,0,1,-3,-2,-3,4,1,0,9,-3,0,9,1,-3,2,-2,-3,9,-3,-2,0,3,0,1,4,0,-3,9,0,1,0,4,1,3,-3,-2,2,-3,1,9,9,0,9,4,0,9,0,9,1,-3,1,4,-3,-3,-2,0,4,1,-3,4,3,0,1,0,1,3,0,-3,-1,0,3,-3,4,9,3,3,4,3,4,0,1,4,0,3,2,-2,4,1,1,9,4,2,4,1,-3
1732,Peper & Zout,235,-3,-1,1,-2,4,4,3,9,-1,4,-3,1,2,-1,4,4,1,0,0,9,-1,2,-3,1,3,9,1,2,3,-3,-3,-3,1,1,3,1,9,0,1,-3,-3,0,-1,9,9,-1,0,9,9,4,2,4,9,9,2,3,3,1,4,2,2,9,-2,1,9,9,3,0,4,1,4,0,9,3,1,0,4,1,1,-3,4,1,0,-3,4,-2,0,9,-1,4,4,-2,1,-2,-1,1,1,9,1,4,0,4,0,-3,1,4,1,0,3,2,3,-1,9,1,3,-2,4,-3,-3,-2,-3,-1
1733,Zuidwester,200,4,9,4,-1,1,1,-1,-3,3,1,0,0,3,1,-3,4,-3,-1,2,3,9,-1,1,3,1,1,-2,1,0,4,0,-2,1,9,-3,0,1,0,0,9,1,1,4,-1,1,9,9,9,0,-1,3,1,9,1,0,-1,-2,3,1,9,1,4,4,2,0,0,1,0,0,-3,1,1,1,-3,4,0,1,-3,1,2,9,-3,3,-3,9,2,3,1,9,9,0,1,-2,3,-3,-2,0,9,4,0,-2,-3,0,0,1,1,-1,1,-2,1,4,0,-2,2,1,9,-2,4,1,-1,9,4
1734,Town Hall,204,0,-2,-1,-1,-1,0,1,4,-3,4,9,9,-2,3,1,1,1,1,9,1,4,-1,-3,1,4,9,-3,2,0,9,3,1,4,2,1,-2,1,-3,1,-1,3,4,2,-3,-3,0,0,1,4,1,1,-2,1,0,0,2,4,0,1,0,2,3,9,-2,9,-2,4,9,0,2,9,-1,-1,1,0,4,1,1,4,0,1,4,0,1,-3,-3,9,3,1,4,2,3,1,-3,0,0,1,4,9,1,-2,-1,-1,4,9,4,-2,4,1,9,4,1,2,1,3,-1,1,1,3,-3,2,-1
1735,De Mug,198,1,0,-2,0,-1,-2,-1,9,-1,4,9,0,1,1,-1,-2,-2,2,4,3,-1,1,-2,2,4,1,2,-2,9,4,0,1,3,3,-1,1,1,0,1,2,4,-2,0,3,0,3,1,1,9,-1,1,0,3,1,-3,1,9,9,9,4,9,4,9,0,-1,9,0,-1,1,-3,3,0,3,1,1,-1,0,4,0,2,4,-1,4,0,3,1,1,-1,-2,2,0,-3,-1,-1,0,4,-3,3,1,1,-2,4,0,1,4,1,9,4,-1,-1,3,4,-2,2,1,-3,9,9,-3,1,2,1
1736,Schuttershof,267,1,4,-1,3,-1,1,-1,9,4,2,-1,0,4,4,-1,0,0,0,9,1,9,4,4,-3,-3,0,0,0,1,4,1,4,0,1,-3,4,4,-2,9,4,3,0,9,-3,9,-2,0,3,1,4,1,2,0,0,9,9,-1,4,2,1,4,-1,-1,2,0,-2,4,4,-2,0,2,-1,2,9,0,4,2,3,3,0,9,4,1,3,4,4,-2,9,9,4,1,-3,1,-3,1,9,4,0,-3,2,0,1,1,9,1,4,9,4,1,0,-3,0,-3,3,1,0,3,9,4,3,4,4
1737,Jewish Cemetery,259,9,3,0,-2,9,9,9,0,3,9,1,-2,2,1,0,4,-1,1,3,0,9,1,4,9,4,-1,3,-1,0,0,2,2,4,-2,3,9,2,4,1,9,9,-3,-3,0,3,2,9,4,-2,4,4,-1,3,-3,0,1,1,1,-1,-2,1,9,-3,9,9,0,9,3,1,0,-1,1,3,1,0,1,0,0,-2,2,-1,1,-2,4,1,4,1,-1,1,-1,3,1,-1,-1,2,1,2,9,-2,9,4,2,1,-2,4,1,0,0,1,-3,-1,3,-1,0,1,4,9,9,-1,9,-3,3
1738,Groninger Museum,249,-3,-2,0,1,0,1,9,-3,9,9,1,1,2,-2,9,0,2,1,-2,-1,0,4,0,-3,9,4,9,-3,4,-2,1,4,0,-3,2,9,2,9,1,1,9,3,2,1,3,-3,0,-2,9,4,2,9,0,1,3,1,2,-1,4,1,9,-3,-2,2,9,2,0,-3,9,-1,1,1,0,0,-1,-1,9,2,-3,9,-3,-2,1,-1,0,3,0,2,-1,1,4,3,4,1,1,9,4,4,-1,1,9,-2,3,4,9,9,9,-2,-3,0,-3,2,1,0,3,1,1,0,0,4,4,3
1739,Ramparts,253,4,2,3,4,1,-2,2,3,9,0,4,3,1,4,-3,9,1,1,3,4,9,9,1,4,0,1,4,-1,1,1,9,1,1,1,-3,-1,-1,4,-2,1,1,-1,0,9,-3,1,4,1,0,4,1,4,9,2,3,3,-3,1,1,-1,-1,1,-2,9,1,4,1,4,2,4,9,-3,-3,4,1,1,1,1,3,4,1,0,4,4,2,-3,1,1,-3,3,0,0,9,1,9,9,4,3,0,-2,-1,1,1,-2,4,4,9,-3,0,4,9,1,9,1,2,1,1,0,1,1,-3,1
1740,Deeg,236,1,-3,0,4,0,1,1,1,3,-3,1,2,0,0,-1,0,1,0,0,-2,1,9,2,4,-1,-2,0,4,3,-3,1,-1,1,4,3,1,9,1,0,2,4,9,9,1,0,3,1,-3,-2,0,0,9,9,0,2,2,1,4,9,1,0,2,9,0,3,1,4,9,4,0,0,1,2,-2,0,9,0,-2,1,2,-2,9,0,-1,4,9,0,1,4,2,9,3,1,4,4,0,-2,9,3,2,-2,0,3,0,9,-2,4,-3,1,-3,-3,0,4,1,2,0,4,-1,-2,1,9,9
1741,Domkerk,263,4,4,2,-3,3,2,1,-3,1,9,1,0,0,9,-2,4,1,4,0,-2,-3,-2,4,9,0,-3,2,-2,3,4,0,4,-1,-3,-3,2,0,-2,1,-3,-3,4,3,-3,-1,2,0,4,9,1,1,3,4,4,9,4,9,1,3,9,4,9,0,3,-3,0,-2,9,1,9,9,1,9,0,4,1,3,1,1,9,3,4,9,1,-3,1,0,3,-2,4,4,1,-3,1,3,4,4,4,1,1,1,2,-3,1,1,2,4,4,1,2,0,4,-1,-1,9,9,-1,9,-2,3,2,4
1742,Selexyz Broese,222,-2,-2,-3,9,1,1,-3,9,-3,0,9,-2,-2,9,4,0,0,2,4,-1,2,0,2,2,9,1,1,0,-3,4,3,9,1,-1,9,1,-2,1,9,9,2,1,9,0,0,0,-1,3,-2,4,-1,3,9,0,4,0,0,1,-3,0,4,0,0,2,0,1,-3,-3,4,1,0,9,1,4,0,-3,1,9,-1,0,-2,9,4,3,-2,0,1,1,9,-3,-1,1,-3,9,1,2,1,0,3,0,-3,1,1,1,2,1,9,0,1,0,3,9,0,9,4,0,-3,4,0,9,-1,0
1746,Flevoparkbad,255,1,9,1,0,1,-2,-2,1,9,1,1,1,9,4,1,9,-2,0,9,3,9,1,3,4,0,-1,9,4,4,4,9,-2,1,-1,4,9,-3,9,1,-3,1,1,4,-3,-2,-3,-3,1,3,1,4,3,-2,-1,-1,-1,-3,2,2,0,0,1,-2,2,-3,9,-3,1,9,-2,-1,2,-3,1,9,1,1,4,9,4,2,1,4,-3,-2,-3,4,-2,4,2,-2,0,9,4,9,2,-2,9,4,0,9,-2,0,0,4,0,3,-2,9,0,9,3,0,9,9,1,3,1,0,1,0,1
1748,IJscomplex Jaap Eden,245,3,-1,9,-1,9,-3,1,-3,0,3,0,4,-3,3,4,0,0,4,4,3,3,9,9,9,-3,9,0,4,0,0,4,1,-2,3,-1,-3,-3,-2,0,3,9,0,4,1,4,2,2,-3,9,1,2,1,-3,4,1,9,0,1,0,9,1,2,1,4,3,4,1,4,-3,0,4,-2,0,9,0,2,-1,1,2,0,9,9,4,4,3,4,9,4,4,2,9,1,1,4,-1,0,1,1,2,1,4,0,-2,0,3,-2,1,-3,2,4,0,4,0,0,4,-3,2,-3,0,-2,4,0
1749,Roos en Noor,257,3,4,-3,1,4,1,0,3,1,4,-2,-3,9,0,2,0,9,4,-1,9,0,2,9,1,3,0,2,1,2,0,2,9,9,3,3,2,9,0,4,4,9,9,4,3,9,-2,4,9,0,0,9,2,-3,0,1,-1,9,1,-3,1,1,1,-3,-1,2,-3,4,0,9,2,-2,-2,2,3,1,1,0,3,0,-1,-3,0,9,2,1,-3,3,9,1,1,3,-1,4,1,1,-3,2,9,-1,1,-2,1,4,9,-3,-1,1,-2,-2,-3,2,9,1,9,3,2,4,2,1,-3,4,-3
1750,De Wereldbol,250,-1,-3,-1,-3,1,3,4,4,9,0,3,3,4,-1,9,0,1,0,4,0,3,-3,1,9,4,-1,-2,-2,1,4,9,9,9,9,9,1,-2,1,1,-3,4,0,-3,9,-3,-3,4,1,4,-1,2,3,0,9,-1,3,9,1,9,-1,0,-2,-3,-3,1,0,9,9,0,-2,3,-1,1,9,-2,0,1,1,0,4,1,-1,4,4,1,9,-1,9,-1,0,-1,1,9,-3,-1,1,4,-2,-1,-2,9,3,-3,0,-1,1,-2,1,3,9,9,4,1,0,2,1,0,9,-1,9,4,-2
1751,Kanis & Meiland,247,1,-1,3,4,2,0,4,9,9,1,0,2,0,1,1,-1,4,2,2,9,4,4,-2,1,2,-2,2,4,2,9,-1,1,0,4,1,-2,9,9,1,4,9,0,9,-1,-2,2,4,4,2,3,0,9,0,-2,0,9,4,-1,9,1,2,1,0,3,4,3,3,-1,2,3,1,-3,0,2,0,1,0,4,-2,3,1,-1,3,1,0,-1,-1,3,2,2,-1,2,-1,1,1,0,-3,2,1,1,1,9,1,1,-1,9,2,0,1,1,3,1,9,4,0,1,9,1,1,-3,-2,0
1752,Kompaszaal,273,0,2,-1,0,2,1,4,3,4,9,4,3,9,4,9,4,4,0,4,0,0,-3,-1,9,3,9,1,3,4,4,-1,9,1,9,-2,4,1,-3,4,9,4,2,4,1,4,4,3,2,1,-1,-1,9,2,1,1,-2,1,4,4,1,1,1,0,4,-2,9,1,3,1,2,0,-3,4,1,2,9,-3,3,3,9,1,1,-1,-2,-3,3,0,9,1,3,3,-2,1,3,-1,-1,-3,2,-3,1,4,2,2,4,0,4,4,9,0,1,0,2,4,0,1,3,3,1,0,2,1,0
1753,Keet in Huis,256,-3,9,9,0,2,-2,0,2,-3,4,9,9,0,0,1,1,9,2,0,0,1,0,9,4,9,2,1,9,1,4,0,-1,3,-1,0,-1,-2,3,-2,0,4,9,-1,4,4,-1,3,2,1,-3,2,1,9,9,-1,-3,1,0,0,3,1,0,2,4,0,9,4,1,2,1,2,0,1,-3,1,0,1,3,2,-2,-2,1,0,4,3,9,1,0,1,1,1,9,-1,9,9,0,0,4,0,1,0,0,0,1,9,4,9,4,9,0,-3,1,4,2,2,4,-1,1,1,-3,-2,4
1754,Loods 6,213,-1,1,3,1,3,2,1,2,-1,9,0,9,0,0,4,4,-2,1,1,4,0,9,-1,0,-1,2,-1,1,-2,4,-1,0,0,4,2,0,1,9,1,1,9,0,0,0,0,1,-1,-2,-2,3,-3,4,2,-2,4,2,0,9,-3,0,0,4,1,-3,-2,-1,9,-3,4,0,1,9,4,1,4,4,4,-2,4,9,1,-2,2,4,4,2,-3,0,1,0,-1,0,9,-3,0,-3,9,0,2,-3,-2,2,-1,4,1,9,4,-3,-2,-1,9,4,9,2,1,3,1,-3,1,9,1,9
1755,De Ode,255,0,4,3,-1,3,0,9,0,9,3,9,2,3,4,-3,0,1,2,-1,4,0,4,9,0,-2,0,-1,0,1,-1,-1,-1,1,9,3,4,1,2,3,9,1,1,4,4,1,0,4,0,1,-3,1,1,-1,0,3,1,1,4,-2,0,9,-3,0,9,9,1,0,1,0,0,4,9,9,4,0,-2,9,0,1,9,1,3,0,0,4,-3,4,1,-3,3,-1,1,4,4,0,0,4,0,4,3,4,0,-3,-1,-1,4,-1,1,9,1,4,0,9,3,2,9,9,-2,-3,3,0,-2
1756,Vishandel Rinkoen,240,2,-3,9,1,-3,1,0,0,1,4,0,-1,9,2,9,1,1,4,0,1,1,1,-3,1,4,9,1,1,9,0,0,0,1,4,4,1,0,1,-3,-2,0,-1,9,-3,3,4,0,1,4,1,2,4,3,3,1,9,4,2,3,-3,3,-1,0,-3,-3,0,0,-1,4,1,9,-3,9,0,1,4,1,4,3,1,0,-2,9,-1,-1,1,1,4,-3,1,0,4,2,9,1,1,9,3,1,-1,9,9,0,-2,2,-1,3,-2,4,1,-2,2,0,9,9,0,1,0,1,3,9,4
1757,Snel,229,1,4,-2,2,9,9,1,9,1,-2,-1,-2,9,3,1,-1,1,-3,-3,0,1,0,0,0,0,4,-3,4,4,2,-1,9,0,-2,9,1,0,1,-1,2,-3,9,9,-1,1,4,-3,4,4,4,4,9,1,1,4,1,-1,-2,4,1,3,3,-2,1,1,0,0,9,4,0,4,1,-1,4,0,-1,1,-3,3,9,1,0,-3,0,-1,-3,2,9,3,0,9,9,0,1,0,9,2,2,1,4,3,-2,-2,2,3,1,1,-2,2,1,2,-1,-2,-2,1,4,4,9,0,9,0,1
1758,Studio K,248,0,-2,3,4,9,4,9,1,3,-1,-1,4,1,1,2,0,3,-2,-2,0,4,2,-2,0,9,1,1,1,0,4,2,9,9,-2,3,9,4,-2,9,9,9,4,9,0,-1,-2,1,4,-3,-3,2,4,0,0,0,2,4,2,0,3,-2,2,4,4,2,-3,-2,9,-2,1,9,0,1,1,1,0,3,4,4,-2,9,9,1,-2,4,4,1,1,4,9,3,-1,-3,2,1,0,4,0,0,1,-2,-2,0,0,-1,1,-2,2,1,4,4,3,9,0,4,1,1,-2,0,2,4,-1
1759,Einde Van de Wereld,162,-1,-2,0,3,1,-3,1,1,-3,9,1,-1,1,-2,-3,1,0,1,3,0,1,1,3,-2,-2,-3,9,-2,0,-3,2,0,4,4,0,4,9,1,1,-1,3,4,9,0,1,2,9,1,-3,1,2,4,9,1,0,-3,4,-3,-1,-3,4,0,1,-3,1,-2,1,1,9,4,4,-3,-2,3,2,2,0,0,1,-2,2,1,3,1,-2,4,9,1,0,3,-3,-1,2,1,4,-3,4,4,9,-1,1,1,2,1,2,1,-2,1,1,-2,4,2,2,2,3,2,-1,4,0,1,4,4
1760,De Kas,287,0,9,4,2,9,4,-1,1,-1,0,-3,3,4,9,3,3,4,-1,0,-1,9,-1,-1,-2,0,3,1,-2,9,0,9,0,4,9,9,0,0,1,9,-2,3,-1,2,9,-2,1,-2,4,3,2,4,3,0,9,-1,2,3,-1,-2,3,9,-1,1,1,4,2,9,1,1,0,0,9,-1,9,-2,1,0,-1,4,2,4,1,1,4,4,0,3,-3,4,0,-3,1,1,0,4,1,-2,9,3,-1,1,9,9,1,2,1,9,2,3,1,1,1,3,-3,9,1,4,-2,3,1,1,9
1761,Dappermarkt,193,2,1,1,1,2,-3,1,-1,2,1,4,1,-2,9,9,-3,-2,-3,-2,-2,4,4,-1,4,-2,2,-2,3,1,0,0,1,1,0,9,4,2,2,4,4,1,0,0,-1,0,-2,0,1,9,-3,-2,1,9,-3,4,0,2,3,4,1,3,4,0,0,1,1,0,-1,-1,0,-1,3,0,-3,9,0,2,0,4,1,0,4,4,2,-1,4,1,1,1,2,0,4,0,-3,4,9,3,3,4,0,1,-3,4,4,-3,0,4,-3,9,2,-2,9,2,4,3,0,0,4,0,9,1,4
1762,Brouwerij 'tIj,220,-3,9,-3,-2,9,4,1,-2,9,-3,-3,0,-2,-2,-1,0,9,4,1,4,9,4,4,-3,-3,3,4,-1,1,-2,0,-2,1,-2,-1,0,3,0,0,9,4,4,0,4,1,4,4,0,-1,9,4,9,9,-2,0,-1,4,-3,1,1,1,1,1,4,2,2,3,9,-3,-2,1,1,-1,1,1,9,4,0,4,1,4,9,1,9,-3,-2,0,-1,-2,9,-1,0,-1,-3,9,3,0,1,1,0,-1,-3,2,4,9,9,2,1,4,0,-2,1,1,-1,-1,4,4,1,1,1,-1,9
1763,De Gooyer Windmill,307,9,1,9,-1,-2,-2,4,9,4,2,1,0,1,0,-2,1,4,-3,-1,1,9,3,1,0,9,9,1,-1,1,1,4,2,1,1,0,9,0,1,0,4,4,1,4,0,-2,4,3,1,4,4,1,9,9,1,2,4,4,9,1,1,2,4,0,9,2,9,9,3,9,-2,-3,4,4,1,9,0,1,1,1,4,4,2,0,4,0,9,1,9,9,1,0,4,3,4,4,1,1,1,3,0,0,-2,1,4,4,-1,3,-2,-1,-2,3,2,-3,9,2,1,-1,-3,9,0,4,-1
1764,Trinbago,293,9,4,2,1,9,1,2,4,1,9,-3,0,4,9,1,2,1,1,0,-1,0,4,4,1,-1,4,9,3,0,2,4,-3,9,4,-3,9,-1,-3,-1,1,9,0,4,1,2,9,-1,0,4,4,2,-2,1,4,4,0,9,2,3,0,9,1,-1,1,1,4,0,-2,9,9,-3,-3,2,4,0,-1,-2,-1,9,1,9,-2,3,0,2,1,-1,1,1,-1,1,4,2,3,-2,-1,0,9,3,4,1,1,0,2,0,-1,9,9,2,0,2,0,0,3,9,4,1,4,9,9,4,-1
1765,Roopram Roti,234,2,4,0,-1,1,0,9,9,1,1,3,-3,2,1,3,4,3,-3,9,9,1,3,2,-3,0,1,3,9,-1,2,-3,0,1,9,4,-3,2,-2,9,4,-1,-2,-2,0,-3,0,4,-1,4,4,2,-1,2,-2,4,1,-3,9,4,1,0,1,1,1,1,1,9,1,9,-3,1,0,-2,0,1,0,9,-2,2,-3,1,1,1,9,4,0,0,-2,4,1,-2,1,0,1,1,-3,9,3,0,4,1,0,0,4,0,3,1,9,9,0,0,4,4,3,4,4,4,9,0,2,-3,4
1767,Frank's Smokehouse,202,4,1,0,9,1,1,0,4,0,9,1,1,0,1,3,-1,1,0,1,-2,-1,0,9,1,-1,-1,1,1,1,1,-2,1,9,-3,4,9,-3,9,0,4,9,4,2,9,1,4,-3,0,2,4,1,1,9,2,4,4,1,1,-3,1,0,1,-2,-3,1,4,1,3,4,1,-3,-3,0,9,1,1,-2,1,2,0,-2,1,2,1,3,-1,1,0,3,1,-3,2,0,1,2,-3,0,0,9,9,0,1,1,1,9,0,0,-2,-2,-3,-1,1,9,9,4,-1,2,-3,9,0,-1,1
1768,Oosterpark,290,9,4,4,4,3,0,0,1,0,4,-2,4,-2,-3,9,0,0,4,0,-2,4,0,-2,9,2,3,2,1,-1,9,1,4,9,3,4,0,1,1,1,-1,9,4,1,-1,1,1,1,3,9,1,9,9,-2,2,2,0,3,9,-3,4,9,4,0,-2,-2,1,-2,4,4,4,0,0,1,4,2,9,-2,1,-3,9,1,4,-1,0,0,2,0,3,4,4,2,4,9,-1,1,-2,0,3,1,1,1,-3,0,1,4,3,4,9,9,9,1,2,9,1,1,1,4,0,4,1,0,4
1769,Elkaar,282,4,-1,-2,3,-3,-2,4,0,4,4,1,-3,2,2,4,4,2,1,0,1,0,-3,0,1,2,9,1,-1,4,9,0,3,3,1,4,9,1,-2,-2,-1,3,4,3,3,1,0,9,-3,-2,4,1,-1,9,9,0,4,9,3,9,3,3,1,3,-2,1,0,4,0,0,4,1,-3,9,4,9,3,1,9,3,3,0,9,0,4,-2,-3,1,0,-2,1,-2,2,0,0,3,1,2,3,4,9,1,1,4,4,-2,4,4,4,4,-1,9,9,-1,9,9,3,1,-1,4,0,2,1
1770,Floraparkbad,272,9,-1,0,1,4,0,3,1,1,0,9,2,4,0,-3,3,1,4,2,4,-1,9,3,1,9,2,2,-3,1,9,-2,-3,-2,1,0,-2,1,9,-3,4,-1,1,-2,3,0,1,9,4,1,0,0,1,-2,9,9,1,9,0,9,9,-2,1,4,1,2,0,0,9,1,-1,0,1,-3,-1,1,9,9,1,9,9,-1,0,4,4,3,9,2,1,2,0,2,4,1,0,0,9,0,-2,-2,-2,4,9,9,2,-1,9,4,-1,0,0,9,2,-2,0,-2,1,-3,-2,1,1,9,-1
1771,To Night,291,1,-3,2,-3,9,1,4,4,0,2,1,1,1,2,-3,1,1,4,9,9,-3,1,0,-2,4,-2,4,1,0,0,1,2,4,1,-3,1,1,-2,4,9,3,4,-2,-3,-1,9,0,3,1,9,1,-3,3,1,1,0,9,9,9,3,0,0,0,9,9,3,1,9,0,1,1,1,0,-3,-1,9,1,0,4,9,1,9,3,9,0,9,4,0,4,9,-2,2,1,9,0,4,3,0,0,2,2,9,-2,2,-1,1,-3,9,1,3,1,9,-1,9,9,1,2,1,4,-2,-1,-2
1772,Bimhuis,218,1,4,0,9,1,0,9,1,0,-3,-1,1,0,-1,-3,0,-2,-1,0,4,1,1,1,1,0,-3,-3,3,1,9,2,3,4,4,1,9,1,9,4,3,-2,4,-3,9,0,9,1,3,1,9,4,2,-1,-1,1,3,9,-3,3,-2,1,-2,-3,0,1,0,-1,1,-3,-3,0,0,1,9,4,-2,4,3,3,3,9,2,-2,-3,0,-2,4,1,1,1,1,4,0,9,4,2,0,1,4,1,-1,-2,9,-2,2,1,9,1,4,-1,0,9,2,3,3,0,1,4,1,-1,4,3
1773,A Tavola,270,0,3,1,4,3,-3,3,9,0,-3,1,1,0,9,9,0,4,1,-1,4,0,9,1,3,9,3,4,2,9,9,3,0,0,4,0,0,4,1,-2,1,-1,1,1,9,3,4,9,-2,-3,4,1,2,2,1,4,4,4,-3,3,1,0,-1,3,4,4,1,3,1,3,2,1,1,9,1,4,1,1,-2,0,1,4,4,3,3,4,9,-3,0,2,-3,-1,4,4,2,4,4,1,1,9,4,1,1,-1,4,-3,3,1,1,1,1,-2,1,3,9,4,4,4,1,1,0,-3,-2
1775,Canvas,280,1,-2,-3,3,0,9,9,4,-3,-3,4,4,1,1,4,2,-3,-3,0,0,9,1,-3,9,9,-3,9,0,2,4,4,9,4,0,9,1,4,9,9,-2,4,3,0,9,4,9,0,2,1,4,-2,-2,4,-3,0,2,1,-1,2,3,0,1,4,1,-1,1,4,1,-2,-3,9,1,-1,9,-1,-1,-1,4,-1,9,-1,4,-1,1,9,0,1,9,0,1,9,-2,4,0,0,1,0,4,-1,9,-1,-2,1,9,1,0,9,1,1,1,0,0,3,1,9,4,9,0,1,1,3,0
1777,Hollandsche Schouwburg,248,0,-3,9,9,-3,-3,1,-2,-1,1,9,9,0,4,9,4,3,-3,-1,9,0,4,0,4,1,0,1,-3,9,1,2,1,4,0,-2,1,1,3,9,3,1,2,-3,1,1,1,0,-1,-1,3,1,-1,2,4,1,1,9,1,2,1,1,4,-2,9,4,2,4,1,0,2,1,3,1,0,1,4,1,2,9,4,1,4,4,4,9,4,0,-2,4,-1,4,9,-3,2,1,0,1,-3,-3,4,-3,9,0,2,1,9,1,1,4,0,9,-3,1,0,4,1,1,0,2,1,2,1
