e,name,sum,Good food,Music,Live music,Outdoor exercise,Swimming,Food,Much food,Burgers,Fast Food,Midnight service,Service,Types of food,Conscious food,Snacks,Crowdedness,Ingredients,Bacon,Grapes,Ham,Dishes,Hash browns,Hiking,Internet,Drinks,Coffee,Atmosphere,Kitchens,Indian kitchen,Romantic atmosphere,Market,Culture,Art,History,Architecture,Experience,Thrill,Local culture,Local people,Walking,Relaxing,Outdoor,Picnics,Chips,Craftmanship,Alcoholic drinks,Modern art,Traditional local culture,Fun,Animals,Dolphins,Adventure,Going out,Vegetarian food,Healthy food,Good drinks,Cocktails,Dancing,Cheap,Museums,Beer,Outdoor food,Pub food,Squalor,Scottish food,Italian food,Pizzas,Shopping,Souvenirs,Authentic souvenirs,Beautiful experience,Beautiful view,Convenience,Comfort,Comfortable seats,Nature,Peaceful atmosphere,Driving,Driving a boat,Fruit,Meat,Ice cream,Local food,Vegetables,Cinema,Arthouse films,Train rides,Weddings,Bagles,Non-alcoholic drinks,Chocolate drinks,Paninis,Social atmosphere,Cheesecakes,Purchasing art,Waterfalls,Fishing,Fly fishing,Late night service,Spas,Wine,Body art,Tattoos,Piercings,Jazz,Blues,Sea views,Quiet atmosphere,Gardens,Cider,Excitement,Massage,Beautiful sights,Cycling,Mountain biking
1634,Luxor Theater,217,-1,0,4,-1,2,-2,9,3,4,3,0,9,-3,9,1,-1,1,4,4,1,-3,1,1,4,3,3,-2,-2,9,-3,1,9,3,-3,9,3,1,1,2,-1,4,9,1,1,9,-2,9,-3,9,9,-1,2,0,4,3,-1,0,-2,9,9,1,4,-1,0,1,-3,3,9,1,4,-1,0,9,-2,-1,0,3,2,1,0,1,1,1,0,0,-3,1,2,-2,-2,1,4,-2,0,1,-3,-2,9,-3,9,-3,1,9,1,1,-2,0,1,1,0,1,0,9,4
1636,Willemswerf,205,0,9,-2,1,0,0,9,-2,-2,1,4,3,1,2,0,-3,1,-2,4,0,0,-1,1,4,2,1,1,9,4,-2,0,3,1,1,9,9,1,3,3,-3,9,4,4,9,9,1,4,1,-1,4,-1,-3,4,1,1,1,-3,0,-1,0,2,-1,2,4,-1,4,0,-1,-3,-3,1,1,-1,4,-2,0,9,-3,9,-2,-1,9,-3,-1,-1,0,1,4,0,9,-1,1,2,9,0,1,3,1,-2,9,4,4,-2,3,0,4,-1,9,3,1,-2,4,3,3
1637,Joho,190,1,1,9,3,4,1,0,1,3,3,1,-3,9,1,9,1,3,9,9,-1,1,1,-1,1,-3,1,-2,-3,4,-2,-1,0,1,1,1,1,1,0,3,4,-3,4,0,0,4,-2,-2,3,3,3,9,1,1,1,1,2,0,1,4,4,2,2,0,1,-3,-1,-1,2,3,1,1,0,1,4,4,0,4,4,9,1,3,2,1,-2,9,-1,1,3,9,-1,1,0,-2,9,1,9,3,9,2,-3,-3,-1,-1,1,0,-2,0,0,1,4,1,3,-3,-3
1638,Kijkhuis,229,0,-1,4,3,3,4,9,9,0,0,0,-3,3,4,1,-1,3,-1,-2,4,9,0,-1,3,2,9,9,1,3,1,1,-2,1,-1,0,3,-2,-2,-3,9,4,0,1,1,1,0,2,4,0,-1,9,-2,0,4,1,3,4,9,9,0,4,0,9,-3,1,4,1,9,4,4,4,1,-1,3,0,3,-1,2,-2,-2,0,1,4,-2,3,1,1,-2,9,0,0,2,4,1,2,9,-2,1,-1,9,4,1,-3,4,-2,1,0,0,3,3,4,-1,4,3
1639,In Casa,215,0,0,1,-3,-1,0,1,0,0,3,2,-3,-1,0,0,1,2,2,-1,0,3,1,9,3,-3,1,1,-1,-1,9,-2,1,9,9,3,-1,1,3,9,9,-2,4,2,1,4,1,-2,9,1,1,1,2,1,9,2,0,4,4,-3,0,1,0,2,1,1,9,0,-1,1,2,-2,0,1,9,3,4,1,-1,9,4,-2,0,-2,-1,3,3,9,-2,2,0,1,3,9,1,3,1,2,4,4,9,0,1,-1,2,-1,0,9,2,0,-2,2,4,3,0
1640,Blits,219,1,1,0,1,4,0,1,1,3,-1,0,4,-2,1,1,9,0,4,1,4,1,4,0,-3,1,2,9,0,9,-1,0,-1,3,4,-1,9,-1,1,4,4,1,4,1,9,2,4,1,-3,1,3,1,-2,0,0,0,4,1,0,-1,2,-3,4,9,0,0,9,-3,-2,-1,-3,2,2,0,9,-2,-1,9,3,0,1,1,1,3,9,0,9,0,4,0,1,0,-2,-1,1,2,-3,-1,4,9,9,-2,4,4,-1,9,1,0,9,1,-3,0,1,3,9
1641,Lakenhal,251,9,2,2,9,4,2,-1,-3,1,9,0,1,1,-3,0,9,4,4,1,4,2,9,2,1,1,2,-2,0,-1,9,3,1,-2,0,4,0,-2,-3,3,9,4,9,3,0,-1,1,2,1,0,0,-2,-2,9,1,4,0,1,9,-2,1,4,0,4,1,-2,4,0,3,1,4,9,1,-1,0,3,1,0,-2,1,1,4,3,-3,4,-1,4,4,1,4,0,1,9,-1,0,1,3,9,9,0,4,9,1,9,2,-1,-1,1,-3,4,9,4,0,0,1
1642,Nederlands Fotomuseum,217,4,4,0,4,1,-1,-2,-3,9,1,-3,4,9,-1,1,9,0,1,1,0,0,-1,9,-1,4,2,4,9,1,9,9,0,1,-3,4,4,3,9,1,1,-1,1,3,2,0,9,0,9,0,0,0,4,0,-1,-1,9,2,1,-1,1,4,3,1,-2,1,9,4,3,-1,9,3,-3,1,1,9,0,-2,2,3,-2,2,2,1,0,1,1,2,0,9,1,-3,-1,2,0,3,0,0,-3,9,2,-2,-3,4,0,-2,3,4,-1,-2,0,0,1,4,0
1643,De Valk,257,1,2,9,-1,4,1,0,1,4,-3,4,0,3,1,3,1,1,9,1,-1,1,-1,0,3,1,4,1,1,9,1,0,-3,4,4,4,-3,9,1,3,4,0,9,3,9,-2,2,1,-2,-1,1,3,4,-2,2,3,-2,0,4,9,3,-3,1,0,-3,9,0,0,9,1,-1,0,9,9,9,0,1,1,-3,-1,1,4,9,0,1,4,1,4,0,0,1,9,4,1,4,-3,3,1,1,3,9,2,2,1,9,0,9,-3,9,-3,4,1,1,0,3
1645,Verboden Toegang,246,-3,2,4,9,-3,2,3,0,9,2,-3,0,-3,1,9,2,9,4,4,4,1,4,1,-2,-3,9,4,1,0,1,4,4,3,-1,2,-1,4,0,-1,2,2,1,-2,3,9,-1,-3,0,2,9,1,1,1,3,-3,1,9,0,4,4,1,1,-3,4,0,4,9,2,4,2,4,2,4,0,4,1,0,9,9,0,4,9,9,1,3,-2,4,0,-3,-2,1,3,0,9,-1,-3,2,0,3,9,3,9,4,-2,0,0,1,0,2,2,0,-1,1,-1
1647,Restaurant In Den Doofpot,254,3,0,9,0,0,-2,0,9,4,1,9,9,2,0,-3,-2,0,-2,9,0,9,3,2,1,9,-1,9,3,0,1,4,1,4,4,3,-3,1,3,1,4,4,1,2,1,0,4,9,4,4,4,4,-2,3,9,0,3,0,1,0,-3,1,4,1,9,4,4,9,1,0,1,1,2,0,9,0,3,1,-2,-1,-2,4,4,9,3,0,4,4,0,0,-3,0,-3,1,0,0,9,-3,0,1,0,1,2,1,2,4,0,0,3,2,9,1,-2,4,0
1648,Rederij Rembrandt,238,1,4,1,9,-2,4,-2,1,4,1,9,-1,0,1,9,-3,0,9,0,9,-3,4,-3,-1,1,4,-2,-1,1,2,3,-2,-3,-2,0,4,1,2,1,-1,3,9,-1,1,0,9,9,0,3,0,2,2,2,9,0,1,0,-2,1,2,0,1,-1,9,1,-2,3,1,-3,9,-2,1,4,2,-2,0,0,-1,2,0,4,9,4,9,2,3,1,1,4,-1,2,1,1,9,1,1,9,1,4,-3,1,-3,-1,9,-2,9,4,-1,1,9,1,9,0,9
1649,Viva Italia,298,1,-3,9,-1,4,0,2,2,1,1,-1,0,-1,1,9,3,2,9,4,9,-3,9,1,2,4,9,4,-2,1,-2,1,2,-1,0,4,0,9,1,0,3,9,4,0,1,9,-2,-2,1,3,-3,1,9,9,3,3,-3,2,3,9,2,9,1,9,9,3,0,4,4,9,1,4,9,4,9,0,1,0,1,9,3,1,-1,-3,1,0,4,3,-2,0,-1,2,-2,9,9,9,1,0,-1,1,9,-2,1,4,-1,2,0,9,2,1,-1,4,1,1,-2
1651,Rotterdam Walk of Fame,170,9,2,1,-1,1,1,4,0,4,2,3,1,-3,1,0,-2,0,1,-3,1,-2,9,4,1,-1,2,-3,1,3,9,-3,1,4,-3,-3,1,2,-3,2,2,0,1,0,0,-2,1,0,4,-3,0,1,3,-2,-2,9,9,1,0,-1,0,4,1,4,2,3,4,0,1,0,-3,-1,4,-2,9,-3,-3,1,1,-1,9,-2,1,-2,9,3,2,-2,2,9,1,4,0,2,-2,1,1,9,0,0,-1,-1,4,-1,4,1,1,1,9,0,0,9,1,4,9
1652,Restaurant 't Einde,220,0,4,3,0,0,4,1,1,9,9,2,1,1,3,-3,0,4,0,3,0,4,0,1,1,4,9,9,-3,3,3,9,-1,1,1,-2,0,0,1,-2,1,2,-2,3,9,2,-2,-1,2,0,1,1,1,3,-3,2,1,2,9,1,0,0,0,4,-1,9,0,-2,-2,4,1,-1,0,9,4,-1,1,1,0,1,-3,-3,4,2,2,-2,1,9,4,-1,1,0,9,4,-2,4,9,-1,9,9,0,1,4,1,0,0,9,3,0,0,2,1,1,4,0
1653,Historisch Museum het Schielandhuis,202,-2,-3,0,-1,3,9,-2,4,4,-2,9,1,-1,9,0,0,-2,-2,4,3,0,1,0,2,4,-1,3,1,2,1,0,4,0,9,3,4,9,-2,2,-2,3,9,1,9,-3,-3,1,4,-2,-1,-2,-2,1,2,1,0,3,0,-1,1,-3,1,1,0,1,-1,3,4,-1,0,4,0,4,2,-1,3,4,0,-1,-2,9,1,9,-1,1,1,1,-2,9,1,1,9,-3,2,4,9,9,2,9,-2,4,9,0,1,0,-1,1,-3,1,0,9,-3,4,1
1654,Wereldmuseum,225,4,9,1,0,1,1,1,3,9,0,1,1,9,1,1,4,0,0,1,2,0,1,4,0,-1,1,1,1,4,3,0,-1,9,1,-3,9,1,-2,-2,1,4,-1,4,-3,9,9,0,-3,-2,1,1,1,4,4,1,1,4,3,9,9,2,4,-2,4,0,1,1,-3,1,4,4,9,-3,9,0,0,0,1,1,-3,2,1,9,0,0,4,0,4,3,9,1,1,-3,9,3,2,1,4,0,-2,1,3,1,1,1,1,1,4,0,1,1,1,0,0
1655,The Beurstraverse,318,9,4,2,-2,-1,1,0,-3,9,4,0,1,3,9,0,-1,3,-1,-2,1,9,4,9,2,4,9,2,-1,1,4,-3,-3,9,4,9,9,1,1,1,-3,4,1,9,-2,0,4,9,9,4,4,-1,1,9,0,0,0,-3,9,9,9,9,2,1,-3,-1,1,0,0,-1,9,9,1,9,0,1,4,2,-2,3,-1,9,-3,-1,0,9,1,4,9,4,0,1,-1,9,1,2,1,3,0,9,9,1,9,9,9,1,1,2,-2,3,0,0,-1,1,-3
1656,Gay Palace,221,1,1,-3,2,-3,-3,0,4,2,1,0,9,0,0,1,0,4,9,-3,-1,4,-1,1,2,4,-1,3,1,4,-3,-3,3,1,-2,-1,0,2,-2,-2,1,0,3,0,2,9,-2,9,4,1,9,4,4,1,4,4,1,4,1,3,-3,3,1,4,1,1,4,3,-3,-2,1,2,2,-3,1,-1,4,-1,1,9,9,0,9,0,4,1,4,-3,-2,0,1,1,9,0,3,0,-3,3,-2,9,9,-2,2,9,9,0,4,1,9,-3,1,9,0,9,4
1657,Kip,240,1,3,9,4,9,1,-3,9,9,9,0,2,0,1,-3,-2,9,2,1,1,3,0,0,9,0,3,0,1,1,4,1,0,-2,0,1,-3,1,1,0,0,3,4,9,4,0,3,1,-3,-1,1,2,-2,-3,3,-2,-1,0,4,2,0,1,9,0,9,9,4,-3,1,0,0,9,0,-2,9,-2,3,0,9,2,1,1,-1,1,3,1,4,0,9,1,9,4,0,0,4,1,9,2,2,9,0,9,0,4,-3,2,4,3,-2,4,-2,1,-2,1,-3
1658,The Lijnbaan,176,-2,-3,-3,-3,1,4,9,0,1,2,0,4,1,0,-3,3,1,-2,1,-1,4,4,1,0,1,2,1,-2,-2,4,9,4,4,-2,1,2,1,4,-1,-2,3,1,-2,-3,1,1,0,4,0,-3,3,4,-1,1,1,4,0,1,9,9,1,9,1,-1,4,-2,9,-1,1,1,-1,-2,1,3,0,1,-2,2,1,9,4,-1,3,-1,0,1,-3,1,-3,0,1,1,-1,4,1,9,4,4,1,-2,2,0,4,9,0,4,3,-3,1,4,2,9,4,4
1659,off_corso,231,9,0,3,1,-2,4,1,1,9,-1,3,9,3,9,-1,0,-2,1,9,0,4,2,0,2,0,0,4,1,0,2,-2,0,-2,4,1,1,0,4,1,3,1,4,0,-2,-2,-1,2,-3,1,-2,2,9,-1,0,1,-2,4,4,4,9,-2,1,4,1,1,-1,4,-2,9,9,4,4,1,1,1,4,9,1,1,9,1,2,1,2,-1,1,0,4,0,4,4,4,3,9,2,-1,1,-1,4,1,3,2,1,1,0,1,-1,-1,-3,1,9,9,-1,2
1660,Schouwburg,209,-3,0,9,3,-1,4,4,-2,4,0,0,1,0,0,1,9,3,9,9,-1,4,1,3,1,2,1,4,9,1,-1,-3,2,1,4,4,2,1,3,-2,-2,-2,-2,0,9,1,2,2,-2,4,-2,-3,1,3,-1,4,-2,4,4,-3,1,9,9,1,9,-3,-1,1,-3,-3,2,2,0,0,-2,3,1,4,3,1,9,4,2,9,-3,-2,4,1,0,-2,9,3,-1,4,0,1,-1,1,3,9,-2,4,1,-3,9,4,3,2,1,1,1,9,0,-3,-3
1661,Kunsthal,145,4,0,0,-1,9,2,9,9,-3,0,-1,2,3,2,3,9,1,2,-3,4,9,1,-1,3,3,0,2,4,0,0,1,-2,2,3,4,2,2,1,-3,2,-1,-3,-3,4,3,9,-2,-3,-2,-1,4,4,-2,0,4,1,-2,2,3,-3,9,-3,1,0,4,1,1,4,-2,1,0,2,1,9,-1,1,-1,2,-2,-1,0,1,3,-2,1,4,0,-1,1,-2,3,1,-3,0,-1,9,2,1,1,4,0,-2,1,-1,0,3,0,1,1,1,3,-3,-2,-1
1662,Naturalis & NHM,217,-1,3,3,9,0,-1,1,4,-2,1,-2,9,0,1,3,-3,-3,0,2,2,4,1,-3,9,1,4,4,0,0,1,3,0,1,4,1,9,9,3,-2,1,-1,-1,2,3,4,9,4,0,1,0,0,0,-3,-3,4,4,3,9,0,3,9,-1,1,2,3,-2,-3,3,9,4,9,-3,2,4,1,3,-2,4,4,0,1,-2,4,0,3,0,1,1,9,1,-3,1,9,4,9,1,1,1,1,9,9,-2,1,-3,4,0,-3,-2,3,2,-3,-2,1,0
1663,Museum Boijmans van Beuningen,215,9,1,1,-3,3,1,1,9,1,1,-1,0,1,1,4,1,4,-3,3,1,0,3,1,0,0,1,9,3,2,0,0,1,2,9,1,-3,1,-1,-1,4,2,-1,9,4,9,1,9,3,9,1,1,0,1,4,9,-1,2,-1,0,2,3,9,0,1,1,-2,0,9,9,1,0,-3,2,2,4,-3,0,3,1,1,3,2,9,4,9,1,-3,-3,-3,-3,1,1,0,4,1,0,1,1,-3,4,9,-3,9,-1,0,0,0,3,0,3,3,0,-3,1
1664,De Doelen,236,1,2,1,0,-2,9,9,1,1,1,4,-2,9,-3,-2,9,9,9,1,1,-1,-2,0,1,2,1,1,0,1,4,1,1,3,-2,-1,-2,-2,-1,4,3,4,-2,-3,0,9,4,4,9,1,4,4,3,-1,-3,1,0,1,2,9,1,1,2,-1,3,4,-1,2,4,9,1,3,3,4,1,-2,-2,1,9,-3,4,0,-1,3,4,1,9,1,1,0,1,3,9,-1,3,0,4,4,3,1,3,1,9,9,1,1,9,-1,1,3,0,-2,-3,-1,3
1665,Stalles,269,-1,4,2,1,-1,-3,1,9,1,1,-1,9,1,9,-1,1,1,9,9,-1,2,1,0,1,9,2,0,0,9,1,9,-2,9,0,1,1,0,9,0,9,1,9,9,1,9,1,1,-2,-2,1,0,4,0,4,0,4,9,-2,3,1,9,9,-2,0,-1,9,-2,1,-2,1,9,9,-3,-1,1,0,1,9,-2,2,9,0,4,-1,4,3,9,-1,-3,1,-1,4,4,0,-3,4,0,-3,1,0,3,1,4,1,-3,9,4,0,-3,-2,9,1,2,3
1666,Parkheuvel,210,9,4,1,3,1,4,4,1,0,1,-3,9,1,0,-1,0,-1,9,-1,4,1,-1,4,4,0,3,4,4,3,2,0,9,0,1,1,1,-3,1,-2,1,1,1,1,-2,-2,4,0,-3,4,-1,0,2,1,4,1,4,-1,0,1,0,-2,4,9,1,9,-3,4,-2,9,0,-3,9,3,-3,9,9,-1,-3,4,9,9,2,4,4,-3,-1,4,1,2,1,-1,4,3,1,0,-2,-1,-1,-3,9,4,-2,0,9,1,-3,-3,0,0,2,4,9,1,1
1667,Rotown,250,4,1,0,1,1,-1,3,0,9,-3,-3,1,-3,9,-1,9,1,1,1,0,3,1,-2,9,2,1,-2,9,4,4,-2,9,2,0,1,-2,4,4,-3,0,0,9,4,0,-1,4,2,0,9,-2,9,-2,-2,1,9,3,4,1,4,9,1,1,1,3,1,0,1,1,-1,2,9,-3,-1,1,9,1,9,0,-3,1,-3,9,0,-3,1,1,4,9,-1,0,4,0,2,4,1,3,9,-3,4,-2,-3,1,9,-1,1,2,2,9,2,4,9,1,9,0
1668,Nederlands Architectuur Instituut,237,-1,1,1,-3,4,9,0,1,0,3,3,9,1,3,1,9,1,9,1,-2,-1,0,0,4,9,1,-1,9,9,2,2,0,-2,-1,3,4,1,9,-2,1,-3,0,1,9,1,1,9,9,-1,-2,1,-2,3,1,2,9,9,2,1,1,9,-2,0,4,0,1,1,4,0,4,0,0,1,-1,1,4,3,-3,9,3,-3,1,4,-2,0,9,2,4,9,1,1,3,9,-3,1,-1,-1,-3,-2,-3,1,-2,3,-2,-3,0,-1,9,1,9,-1,4,3,4
1669,Panorama,203,3,4,3,1,1,-1,-1,1,9,4,-2,4,4,-3,-2,-2,-3,-3,9,1,1,1,2,9,4,0,-2,-1,0,0,4,1,0,4,1,-3,0,0,0,2,3,1,3,4,0,1,9,-3,1,9,4,-1,-2,1,4,0,1,1,0,0,0,3,1,3,0,9,2,1,1,9,2,-1,2,9,-1,-2,9,0,9,1,-1,-2,1,1,-2,1,-3,0,-2,-1,-3,9,1,9,4,0,1,9,2,9,-1,9,4,-2,0,4,9,1,1,-1,1,3,-2,1
1670,Look,206,-1,0,1,1,0,3,2,1,1,-3,4,0,4,3,9,1,3,9,0,9,0,4,4,-1,0,3,1,0,0,1,1,2,-1,0,3,0,-1,0,0,0,0,9,0,-2,0,4,2,1,0,9,0,2,4,1,4,9,-1,-3,9,-3,-2,3,3,-3,4,-2,4,1,9,-3,1,0,0,-3,0,1,3,0,4,1,3,4,0,2,-1,2,1,0,1,2,1,1,3,1,9,4,4,-3,9,4,0,4,1,3,9,4,0,4,0,-2,9,1,-2,-1
1671,Dizzy,244,1,9,4,-3,0,4,-1,4,0,-2,4,1,9,1,1,4,0,-1,1,-2,4,1,1,1,1,3,1,-1,1,3,0,2,-2,0,2,-2,3,-2,0,1,3,1,1,0,9,4,0,1,4,1,-2,4,1,4,9,4,4,4,1,4,1,4,1,2,1,1,2,3,-1,4,0,1,9,1,1,-3,4,2,3,9,0,0,4,9,0,0,4,9,4,4,4,2,-3,1,-1,0,3,1,1,-3,2,9,-2,3,1,4,2,1,4,9,9,1,9,0
1672,Nieuwe Binnenweg,273,1,-1,0,-3,4,0,-2,1,9,-3,9,1,1,9,3,3,1,9,9,1,3,2,1,0,3,0,0,9,2,-1,1,0,1,-1,1,-2,9,1,0,4,4,4,0,3,9,0,9,1,1,1,-3,-1,4,2,-2,1,0,-2,-2,0,-2,0,4,1,0,4,0,-1,4,-1,9,9,9,4,-3,9,1,-1,1,-3,9,0,0,-3,9,9,1,4,2,9,9,4,0,1,9,9,3,2,4,-3,4,1,4,-2,9,1,-2,1,4,9,2,4,2,0
1673,Stadsbrouwerij De Pelgrim,189,0,-3,-3,4,-3,-1,-2,0,1,0,2,-1,1,9,1,-2,2,2,4,1,1,0,9,-2,4,4,0,4,0,-1,2,-1,9,2,1,-1,9,2,4,0,0,4,1,0,9,0,1,-1,0,0,0,3,-2,3,4,4,3,1,-1,-2,-3,4,1,4,-1,0,4,9,3,9,-1,2,-1,-3,3,-2,0,1,0,-3,0,4,9,-3,4,9,4,1,1,9,0,1,0,9,-2,4,2,1,-3,-2,-3,2,9,0,-2,4,1,4,9,0,1,4,0,1
1674,De Dubbelde Palmboom,205,9,0,9,1,9,1,4,2,9,1,3,4,3,1,9,-1,9,9,0,-3,-1,-2,4,-1,4,0,9,9,4,0,1,-3,1,3,0,4,0,-2,-3,-3,4,1,-1,-2,0,-2,0,2,-1,-3,-1,-3,0,9,-3,-2,-3,3,-1,3,3,4,1,3,9,0,1,-2,-2,1,2,-3,0,-3,4,4,3,1,-2,0,1,-2,0,0,4,1,3,-1,9,4,-1,9,4,0,9,-2,3,-1,3,2,0,-2,3,3,-2,0,3,2,9,9,4,4,1,-1
1675,Oude Kerk,219,0,1,0,-3,0,-2,1,0,-1,4,1,-1,1,3,1,1,9,4,0,0,3,3,0,-1,1,-1,-1,9,-3,9,1,9,0,1,9,1,9,-1,-2,-1,9,2,9,2,3,4,0,0,-3,-2,9,9,0,9,2,9,1,-2,9,1,-3,0,1,2,2,-3,3,-2,4,4,0,1,1,1,0,0,3,1,3,4,-3,0,4,4,3,4,4,0,9,-1,0,2,-1,-3,1,1,4,1,0,-2,0,-2,1,1,9,9,-2,3,-1,9,4,1,1,2
1678,Vlaanderen,248,-3,9,9,1,0,4,-1,1,9,4,9,0,4,-2,-1,9,4,-2,2,1,0,1,9,1,1,-2,2,1,9,-2,9,-3,1,1,9,-1,0,-1,9,1,4,-2,1,1,-2,3,9,1,0,4,1,1,0,2,-3,0,9,-2,1,-1,-2,0,9,9,1,-1,-2,0,1,4,0,1,4,-3,-1,4,3,1,4,0,1,-1,3,9,-3,-3,1,2,9,1,2,0,0,4,1,9,3,2,2,-3,1,3,-1,2,1,4,2,9,3,9,1,1,9,4
1680,Legermuseum,289,3,1,3,-2,-2,1,-2,-2,3,-3,4,0,1,4,1,4,9,-2,9,4,9,9,3,1,9,1,-2,4,9,-1,3,0,4,9,9,-1,9,-1,4,0,-3,1,0,4,3,9,9,1,1,-1,-1,1,-2,0,4,9,1,4,4,0,9,0,1,0,-1,9,1,9,9,-3,1,1,3,0,1,0,4,1,1,3,4,-1,9,-3,1,0,-1,-3,9,1,3,1,0,9,4,9,-2,9,2,1,1,1,4,4,4,-3,9,-1,-2,-1,1,3,3,9
1681,Locus Publicus,276,-2,4,4,0,4,3,4,0,2,2,-1,9,-2,-1,4,1,3,9,1,-3,9,9,9,0,9,-2,1,-3,3,4,0,0,4,9,0,1,4,2,9,9,2,4,2,2,9,-2,3,0,4,9,1,4,3,2,4,0,-3,9,-3,0,4,-3,1,1,1,9,-3,4,0,0,3,0,3,1,9,2,3,2,4,0,-1,9,-3,1,4,-2,0,4,1,1,0,-3,0,1,4,0,4,-1,1,-3,2,4,1,1,0,4,1,9,4,1,4,1,9,9
1682,Nieuwe Kerk,195,-1,1,9,4,1,-2,0,2,1,-2,-1,0,1,-3,9,-3,0,1,-1,0,2,2,0,1,1,1,-2,0,3,1,-1,4,0,4,2,9,9,1,-2,3,-1,4,9,2,0,3,3,4,0,0,9,-3,-3,0,4,1,9,4,4,-1,2,9,1,0,3,-3,4,-3,-2,1,0,-1,1,1,0,0,1,9,4,1,0,4,-2,1,2,9,1,0,2,4,9,0,1,0,-1,-3,1,1,0,0,1,9,0,4,1,-3,1,1,1,9,0,9,3,0
1683,de Candelaer,245,0,1,9,1,4,1,-2,1,-1,3,1,1,1,0,-1,3,4,4,0,1,9,1,3,4,2,-2,-2,1,1,-3,-1,9,-3,1,4,0,4,3,4,-3,-3,0,2,3,9,0,1,2,9,4,2,1,0,2,-3,1,9,1,9,-3,9,3,4,1,4,9,4,-1,9,4,4,1,4,0,0,-3,-2,4,4,-1,1,4,9,-2,1,0,1,1,4,0,2,4,-1,3,0,-3,3,1,9,-2,9,9,4,-3,1,4,3,4,0,0,-2,4,2,9
1685,Town Hall,225,-3,1,1,4,3,3,2,1,4,-1,1,-1,9,1,-3,-1,1,1,9,9,9,-3,2,-1,1,1,4,-2,3,1,2,4,3,1,4,1,1,0,4,-2,9,4,4,3,9,0,-1,4,-1,-3,0,1,3,1,4,-3,9,2,-1,-1,0,0,2,0,3,4,0,4,2,1,9,1,1,4,1,-1,4,-2,1,4,4,1,4,0,-1,1,2,9,9,4,1,-1,2,-1,1,2,0,-1,0,0,1,0,4,1,1,1,4,4,4,4,0,-2,3,9
1686,OJV de Koornbeurs,249,-3,1,0,2,1,9,2,0,4,4,-1,9,-2,2,-2,9,-2,0,1,0,4,4,4,-1,3,0,4,4,1,9,-3,-1,-2,-2,-3,1,1,4,9,4,1,0,9,-2,1,9,3,0,-1,9,0,9,1,1,0,0,4,1,1,3,-3,1,-2,0,3,4,9,0,4,3,9,1,1,2,1,0,-1,-2,1,0,3,9,3,1,1,-3,9,4,0,0,0,9,1,4,1,0,1,9,2,9,2,9,-2,0,0,4,4,3,4,3,4,1,1,-1
1687,De Zeven Zonden,316,9,-1,0,4,1,4,1,1,-3,1,1,0,1,4,9,4,1,9,9,9,4,4,4,0,9,3,0,9,4,-3,0,9,9,4,-1,1,4,4,4,1,4,9,2,1,9,4,-1,9,4,9,0,1,1,3,9,-2,-2,-3,2,0,2,2,9,9,1,2,-3,-1,2,0,4,9,1,1,-1,1,9,1,-2,1,1,9,9,4,3,0,2,9,1,3,1,-3,-3,4,1,-2,3,9,4,-3,9,-1,0,-3,-2,1,1,4,1,2,3,0,1,9
1688,Boekhandel Huyser,240,0,1,9,0,1,9,0,2,-2,4,9,1,0,1,1,-1,-1,-1,0,1,-2,0,9,0,1,0,0,-3,0,4,1,1,9,3,3,2,-2,4,1,0,1,-1,-1,-1,1,2,0,1,1,1,4,-2,2,0,-2,1,0,1,0,4,-2,9,1,2,1,2,9,0,4,3,1,9,9,-2,9,9,0,-1,0,9,1,9,4,1,0,1,-1,-2,9,3,4,9,1,0,9,-2,3,4,-1,-1,0,2,9,1,4,1,9,-3,-1,9,4,4,0,1
1689,Stadys Koffyhuis,239,9,1,4,0,-3,0,9,-2,4,-1,4,1,1,1,4,1,-2,4,0,-3,4,-1,1,1,9,4,9,4,-1,0,1,4,-1,1,0,9,3,9,-3,-1,1,1,1,4,-2,9,9,1,4,1,-1,9,9,1,1,2,0,9,1,-3,9,-2,1,1,1,0,1,-3,4,4,4,4,3,0,9,1,0,0,4,9,2,-1,9,4,1,-2,9,9,-1,1,0,-1,-1,2,-1,1,-3,0,1,1,-2,1,-3,2,9,1,0,4,0,3,0,0,3,0
1690,Artusi,183,4,4,-2,9,1,9,4,3,0,0,2,-3,1,4,-2,0,4,9,9,-1,1,3,3,1,2,1,4,3,-3,0,-2,0,-3,4,-1,2,-2,4,0,-2,-1,4,1,1,1,0,-2,3,1,2,3,-3,3,0,1,0,2,2,-2,2,3,1,4,2,4,4,-3,0,4,4,-2,3,4,0,0,0,2,-1,0,-1,0,4,9,1,0,0,1,4,2,4,0,-3,-3,1,0,1,1,1,1,1,-1,4,1,9,4,9,1,0,1,4,4,2,0,4
1691,Oude Kerk,284,4,-1,9,4,4,0,9,4,1,4,9,0,4,1,9,9,3,1,9,-2,-3,1,0,3,0,9,0,1,3,0,3,1,1,0,3,3,2,2,0,0,-2,1,-1,1,4,9,-3,9,1,9,2,9,-3,4,1,0,4,4,1,1,9,9,9,9,1,2,-3,2,9,-2,-1,-1,4,1,4,-1,3,9,4,2,-2,4,4,4,-2,4,0,2,-2,0,4,4,4,1,1,-3,0,-2,-2,4,2,-1,-2,0,9,-1,4,2,9,-3,1,1,9,1
